,Unnamed: 0,store_id,store_name,score,review_cnt,review,ADJ,unique_adj,vector
67,67,5,トラットリア・コリーナ・ピッコラ,3.39,35,【標準点２．５】　★★★半・・・・・悪くないかも♪⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*夏のある日・・・本当は夏目坂にある某お店を目指したのですが、お店の前へ行ってみたらちょっと早い夏休みのお知らせが貼ってあるのです。ｶﾞｰﾝ・・・ﾏｼﾞｽｶ？ｴｰｰｰｰｰｰｰｰ　　　　　　　　　ｴｰｰｰｰｰｰｰｰｰｰｰ　　　　　　　　　　　　　　　　　　　　ｴｰｰｰｰｰｰｰｰｰｰｰそんな感じで呆然としてしまう（爆。こんなに早く夏休みなんてありえないでしょ。ﾌﾞﾂﾌﾞﾂ新宿まで戻ってしまおうかなって思いつつもこの辺りって実は飯田橋や神楽坂も近いし。そちら方面へいってもよいのですが、ただ、道はわかんないーーーーー。そんなことを考えつつも、駅周辺を散策してみました。。。あっ、イタリアンのお店発見～♪駅からそれほど遠くない場所にあるイタリアンのお店です。という訳でちょっと入ってみました。ｲｷｱﾀﾘ　ﾊﾞｯﾀ～ﾘ♪清潔感ただよう、とても綺麗なお店です。基本的に綺麗なお店は◎この日はワンプレートランチ￥１３８０を注文。内容は以下の通り。・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・前菜　カボチャの冷静スープ。コンソメのジュレ。・本日のパスタ　モツァレラチーズとトマトソーススパゲッティ・本日のメイン　マダイのポワレ　冷製プッタネスカソース・デザート　　ケーキ・珈琲又は紅茶　アイスティー・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・手打ちパスタというわけにはいきませんが丁寧に調理された印象が好きです。出来ればワンプレートではなくて出していただいた方が印象がよいのにって思うのですが場所柄、この形の方がが時間的にも良いのでしょうね。さっと来てさっと帰ることができるのがいいかも。この日はランチを大人数（老若男女入り乱れ）で予約を入れてらっしゃる方達がいらして、満席。その他、あかちゃんとママ、おばあちゃまの三人組。女性のお二人様。お一人の女性がカウンターに数名。でも、なかなか回転がいいようです。・前菜は冷たい南瓜のスープにコンソメのジュレが入っていて　イタリアンというよりはフレンチのテイスト。暑い夏には涼やかで　うれしい、そして、丁寧な一品でした。・本日のパスタはモツァレラチーズとトマトソーススパゲッティ　たっぷりのモッツアレラチーズが絡んで美味しいパスタでした。　これを生パスタで頂いてみたいなぁ。。。・マダイのポワレ、冷製プッタネスカソース　こちらも丁寧に作られていました。皮がパリっとしていていいです。　　ただ、よくありがちなお料理だけにワクワク感には欠けるかも。　お写真でもわかると思いますが、どれも丁寧な印象でした。わざわざ行くという感じではないのでしょうが、ご近所さんに愛されているお店という印象です。,"['悪い', 'ない', '早い', '呆然', 'こんな', '早い', '近い', 'よい', 'いい', '遠い', 'ない', '綺麗', '基本的', '綺麗', '丁寧', '好き', 'ない', 'よい', '時間的', '良い', 'いい', 'いい', '冷たい', '暑い', '涼やか', 'うれしい', '丁寧', '美味しい', '丁寧', 'いい', '丁寧', 'ない']","{'ない', '美味しい', '好き', '綺麗', '時間的', 'こんな', '悪い', 'よい', '良い', '丁寧', '呆然', 'いい', '早い', '遠い', '暑い', 'うれしい', '冷たい', '涼やか', '近い', '基本的'}",
68,68,5,トラットリア・コリーナ・ピッコラ,3.39,35,ワンプレートランチにしようと思ってパスタを選ぼうと思ったら本日のパスタ、豚肉のラグーソースのパスタしかないのだそうで、自分は魚介のラグーソースのパスタランチにし、彼女はキノコのクリームソースパスタにした。日曜日だというのに店は活況のようだ。たまたま自分たち二人が１２：４０ぐらいに入ったときにはちょうど席が空いていた。店内の雰囲気は可もなく不可もなくという感じだが、なにぶん一番入口に近い席からのコメントなので参考にはならないかもしれない。入口のドアはガラスなので、交差点の状況がよく見え、飽きることはない。入口にはキャッシャーとクローク代わりの洋服掛けがあるが、どう見てもあれだけハンガーがあってもあのスペースに洋服は入りきるのだろうかと思った。店が混んでいる割には、すぐに料理が配ぜんされてきた。スタッフの動きはいいようだ。パンはフォカッチャを分割したものと、サラダ。ごく普通のグリーンサラダで特徴はない。魚介のラグーソースはタコのミンチとケッパーのトマトソースだ。ケッパーの酸味がいいハーモニーを作っている。パスタの太さが自分たちの好みより1mmほど太いようだが、ソースの絡み具合やボリュームといい、ちょうどよいのかもしれない。彼女の注文したキノコのパスタはキノコ（しいたけ・えりんぎ・しめじ）とベーコンのクリームソース和え。クリームソースはこっていりしていて、塩味もちょっと強いぐらいの満足感のあるパスタだった。食後に出されたホットコーヒーはランチなので仕方がないが、香りが飛んでしまった後の苦味だけがコーヒーである存在感を主張しているような感じで、せっかくの料理の余韻を楽しむようなものではないと思った。新橋のフェルモのことをつい思い出し、彼女と新橋のフェルモと品川のルビーのパスタはどっちがいいかという話題で盛り上がった。,"['ない', 'ない', 'ない', '近い', 'ない', 'いい', 'ない', 'いい', '太い', '太い', 'よい', '強い', 'ない', 'ない']","{'ない', '太い', '近い', '強い', 'いい', 'よい'}",
69,69,5,トラットリア・コリーナ・ピッコラ,3.39,35,日曜日と言えば、牛込近辺のお店は軒並み休みになってて、さて困ったって事が多い。神楽坂に足を伸ばすのも人が多くて億劫だなぁって思ってたら、食べログで若松河田近辺でヒットしたのがこちら。夏目坂近くにあるイタリアンレストラン、交差点に紛れるようにしてお店があるので、何度も前を通っても気づかなかった所。方向次第では、ちょっと気づきにくいかもしれないけど・・・方向音痴じゃなければたどり着けるはず。間口が狭くて、奥に伸びる店内。思ったよりもお店が広くて、不思議の国のアリスにでもなったよう。入口の席が丁度空いてたので座れたけど、もう満席になってしまって次のお客さんは残念そうに帰ってしまった。ランチタイムはこのお値段だし、居心地が良いので混みそうです。硝子窓から入る日差しがレジの目隠しになってるワインボトルに差して色とりどりで綺麗。ワンプレートを頼もうと思ったけど、今日のパスタは豚のラグーだったので、パスタランチをチョイス。酸味のあるサラダと、あたたかいふわふわパンを食べてたらパスタが運ばれてきました。激しくこってり生クリームの強いソースに、ベーコンの塩気が効いてます。肉厚のしいたけや茸の食感が良いです。パスタはいつも好んで食べるものより少し太めだったので、凄く量があるように感じてお腹いっぱいになりました。全体的に塩気、味付けが濃くボリュームもあるので男性にも満足できるのではないでしょうか。食後の珈琲を入れて1000円でおつりが来るランチは嬉しいです。,"['多い', '多い', '億劫', 'ない', '狭い', '広い', '残念', '良い', 'とりどり', '綺麗', 'あたたかい', '激しい', '強い', '肉厚', '良い', '太め', '凄い', 'いっぱい', '全体的', '濃い', 'ない', '嬉しい']","{'ない', '激しい', '肉厚', '億劫', '綺麗', 'あたたかい', '広い', 'とりどり', '嬉しい', '狭い', '良い', '残念', '凄い', '強い', 'いっぱい', '多い', '濃い', '全体的', '太め'}",
70,70,5,トラットリア・コリーナ・ピッコラ,3.39,35,大久保通りの若松町交差点脇にある素敵な雰囲気のお店です。外観も内装もおしゃれ、奥行きもあってオーナーさんのセンスの良さが感じられますね(o^^o)今回は、人気No.1の「ムール貝と木の子のトマトソーススパゲティ　アンチョビ風味」(980円税込）にしました。パスタは少し太めのもちもち。潮の香りとトマトソースの芳しいテイストが絡み合って、一陣の爽やかな風となって口中を駆けめぐります(*´ω`*)～Molto carino!サラダとパンが付いてきます。オーナーさんは優しい感じの方で、コロナの影響か、なるべくお客さん同士が隣合わせのテーブル同士にならないよう気配りされているのが好感度UPでした奥には個室があるみたいです。客層はカップル、女性客のみの利用が多いように見えました。,"['素敵', '良い', '太め', '芳しい', '爽やか', '優しい', '多い']","{'素敵', '良い', '太め', '多い', '優しい', '芳しい', '爽やか'}",
71,71,5,トラットリア・コリーナ・ピッコラ,3.39,35,家内とランチで訪問しました。わたしは豚とキノコのクリームスパゲティのセット(サラダ、パン、パスタ)を頂きました。クリームソースがとても美味しかったです。価格もリーズナブルでした。また伺いたいと思います。,"['美味しい', 'リーズナブル']","{'美味しい', 'リーズナブル'}",
72,72,5,トラットリア・コリーナ・ピッコラ,3.39,35,仕事先で日曜ランチで検索、訪店です。11時半の開店と同時にドドッと席が埋まります。お一人様、カップル、家族連れ、そしてボクら労働者とバラエティに富んだ客層。パスタランチから「小柱と菜の花のトマトソーススパゲティ」を選択。パンとサラダが付いて950円（税込）は、都内ではなかなかないのでは?!味もすごく良かったのですが、特筆すべきはボリュームです。都内、それも新宿にほど近い場所で、このレベルの味がこの価格、この量で提供されるなんて！通常、都内だとこのレベルの味はパスタのみで、量も100gぐらいでしょう。100gだと普通の男性には少し物足りないのですが、当店は少なくとも120gはありそうです。サラダの量も同様でした。夜に来ることは恐らくありませんが、この辺りで仕事があったら、ランチは間違いなく当店を選択します！,"['ない', 'すごい', '良い', 'ほど近い', '少ない', '同様', 'ない']","{'ない', '良い', 'ほど近い', 'すごい', '同様', '少ない'}",
73,73,5,トラットリア・コリーナ・ピッコラ,3.39,35,気軽にいい感じのお店でパスタ食べたいなら、絶対ここですね。週2以上で通ってましたわざわざ遠出で行くほどじゃないですが、近くを通ったら絶対通う、そんな気軽なお店です贅沢したい時にはカラスミのパスタ、パワーをつけたいならアラビアータですねランチタイムは割と一杯なので、時間すらして行くといいかもです,"['気軽', 'いい', 'ない', '気軽', '一杯', 'いい']","{'一杯', '気軽', 'ない', 'いい'}",
74,74,5,トラットリア・コリーナ・ピッコラ,3.39,35,町のイタリアン。以前、店の看板のスペルミスがあったりして、大丈夫か？と敬遠してたのだけれども、それも修正されており、それはともかくとして味も意外に（と言っては失礼かもしれないが）悪くない。ランチメニューは、ワンプレートでパスタやセコンド、サラダが供され、ドリンクがついて1300円。具体的に何を食べたかは失念したけれども、休日のちょっとしたランチとしては満足のいくものだった。サーブも悪く無い。まあ平日のお昼に1300円出すかはちょっと迷うが、たまにこの近隣に来た際の選択肢としてはありかと。わざわざ電車に乗ってまで来ようとは思わないけれども、地元の人には重宝されるだろう。実際に人も入っているし、ランチ時を外そうとすると、もう満席&終了になっていたりする。休日に通りがかったら、11時代なのに客がどんどん入っていた。それなりに人気は高いようだ。そんなお店。,"['大丈夫', '意外', '悪い', 'ない', '具体的', '悪い', '無い', '高い']","{'大丈夫', '無い', 'ない', '具体的', '意外', '高い', '悪い'}",
75,75,5,トラットリア・コリーナ・ピッコラ,3.39,35,２０１２年４月９日（月）１２時４０分ごろ来訪。いっつも混んでいるんですよね。ランチの時間帯。待つこと、しばしでお店の中に入りました。オーダーは、この日のパスタランチ。ホタテとオリーブ・アンチョビ・ケッパーのトマトソース スパゲティ 娼婦風娼婦風って何？同席した方から、「唐辛子が入っているんですよ～」ホント？スパゲティ・アッラ・プッタネスカ (Spaghetti alla Puttanesca) が正しい呼び名らしい。名前の由来は他にも諸説あるそうで、「娼婦が客をもてなすためのパスタ」説や、「刺激的な味わいが娼婦を思わせるパスタ」説など様々あるらしい。,"['正しい', '刺激的']","{'刺激的', '正しい'}",
76,76,6,鉄板焼 みや美,3.08,7,"この日は年に一度のお仕事関係の方々とのお食事会。またもやリーガロイヤル早稲田内のレストランへとやって来ました。正面入口より左奥の方へ進むと日本料理のお店がありますが、その店内？！をさらに進んだかなり分かりにくい隠れ家的な場所にある鉄板焼きのお店。自分のお金ではそうそう来られませんね。コチラのお店の中のすぐ右手にロビーのような空間があり、既に到着された方々は寛がれていました。若造なのに最後に到着だったのでそのまま大きな鉄板のある席へまずは飲み物他のご婦人達と同じものをと申し上げるとコレに決定。● 赤ワイン(国産)ボトル      4,860円グラスだと1杯900円だったので5人で飲むならコチラにすれば6杯は飲めますとオススメ上手(*^^*)● 国産活黒鮑と特上黒毛和牛ディナー   18,150円基本はサーロインステーキだが追加料金で夫とワタシで分け合おうと一つだけフィレ(80ｇ)＋968円  に変更。□ 最初のひと皿炙りカマスとなすの焼き浸しみたいなものの上にイクラさらにすだちのスライスちょっと食べにくいw□オードブル盛り合わせ・柿とスモークサーモン柿の甘みが案外合う！・きのこのアヒージョアンチョビ風味冷たいのでマリネみたい・ピクルス・パテドカンパーニュ的な美味しいもの□ 国産活黒鮑山口県下関産の朝採れたての元気にビロビロ動く鮑手のひらサイズ以上のが1人ひとつ！殻ごと少し焼いて身を剥がしてから殻を伏せて焼き込むと肝が取れて周りに落ちたエキスはもんじゃのおこげのように最後にこそげ取って薬味の塩がわりに。鮑の出汁がたっぷりのお塩だけでお酒が飲めます！肝が白いのが雄青いのが雌。鮑は途中で性別を変えるらしい。癖も苦味ももちろん臭みもなくふんわりしてて白子のよう。そしてなんと言っても活黒鮑のソテー正直鮑は苦手で夫に譲るつもりでやってきたけれどひと欠片も譲る気になれず完食。焼かれても瑞々しく水分も含み、程よい弾力と旨味の塊。( ﾟДﾟ)ｳﾏｰ×□ サラダアンディーブなどの洒落た洋野菜のサラダしかし、ドレッシングは和風鰹節を使ったというそれは旨味凝縮でさっぱり美味しい！□ 焼き野菜・万願寺唐辛子・インカのめざめ・かぶ・アボカド沖縄の完全天日干しの甘みの感じられる「塩夢寿美」(えんむすび)と山葵がステーキ用に用意されていたのを付けながら頂くと、それぞれの素材の甘みと旨さを深め◎□ ステーキフィレは岩手県産サーロインは香川県産皆さんの分のお肉が登場すると圧巻。それをシェフが素晴らしい手さばきと豊富な知識に基づく軽妙なトークで盛り上げながら仕上げていく。フィレの塊の端の部分は切り方を変えると違うお肉のような歯ごたえになりますと言いながら皿に取り分けて下さる。火入れも最高！まさにフィレは柔らかく旨みとさっぱりが同居、追加料金無しのサーロインも脂が甘くて程よく全体にまわってかなり美味しい。そしてフィレの端の部分はまるで柔らかなローストビーフのようでこれまた( ﾟДﾟ)ｳﾏｰ×10夫婦で分け合うことでワタシ達は色々楽しめて更に贅沢させて貰えました□ ご飯、香の物、赤出しご飯は更に追加料金で＋847円のガーリックライスへ変更。ニンニクを炒めながら甘味を引き出しサクッとご飯と合わせてよき味に仕上げて来る。コクのある赤出しで〆。うひゃー最高！！初めに集合した別テーブルへ移動してデザートととコーヒー。洋梨のソルベとババロアも至福でした(*´ω｀*)いやー食べた食べた！贅の極み。盆と正月とクリスマスと誕生日夏休みもみんなくっ付けたぐらい贅沢で美味しくてお腹いっぱい。でも帰りはタクシーじゃなくてシャトルバスで高田馬場のドンキ前に戻る辺りがまだまだですねwwwご馳走様でした来年も楽しみだなぁ。","['冷たい', '美味しい', '元気', '白い', '青い', 'ない', '苦手', '瑞々しい', '程よい', '美味しい', '完全', '旨い', '素晴らしい', '豊富', '軽妙', '柔らかい', 'さっぱり', '甘い', '程よい', '美味しい', '柔らか', 'よし', '美味しい', 'ない']","{'苦手', 'ない', 'さっぱり', '柔らかい', '素晴らしい', '白い', '美味しい', '程よい', '甘い', '元気', '柔らか', '豊富', '旨い', 'よし', '完全', '冷たい', '青い', '瑞々しい', '軽妙'}",
77,77,6,鉄板焼 みや美,3.08,7,家族で個室を利用しました。こちらは、お席の全員が違うコースをオーダーできます。私は、この日は熊本の和王という黒毛和牛のコースを頂きました。和王はサーロインとフィレを食べ比べしましたが、サーロインの脂が甘くておいしかったです。焼き加減もとっても良かったです。ガーリックライスはうかい亭のシンプルなタイプとは違うこってりタイプで、こちらも大好きです。お肉が美味しくて、週末でも比較的予約が取りやすいので穴場かなと思っています。,"['甘い', 'おいしい', '良い', 'シンプル', '大好き', '美味しい']","{'シンプル', '良い', '美味しい', 'おいしい', '甘い', '大好き'}",
78,78,6,鉄板焼 みや美,3.08,7,こちらのシェフはあまりおしゃべりにならない方が多いのかな？もう少し話したかったのですが…味は美味しい。アワビ最高！！傘を忘れたのはもちろん私が悪いけど、テーブルごとで管理してほしい。また後日取りに行きましたよ…,"['多い', '美味しい', '悪い', 'ほしい']","{'美味しい', '悪い', '多い', 'ほしい'}",
79,79,6,鉄板焼 みや美,3.08,7,鉄板焼きって美味しい！ガーリックがあってこその美味しさですよね～帆立が水分を残したままの状態なので、うまみが閉じ込められててとても美味しいし、野菜も同じ理由でとても美味しい！お肉はミディアムレアで仕上げていただきました！ガーリックライスがとにかく美味しくてお気に入りです！,"['美味しい', '美味しい', '美味しい', '美味しい']",{'美味しい'},
80,80,6,鉄板焼 みや美,3.08,7,リーガロイヤルホテルの1階のレストランです。入口は和食のお店と共通ですが、鉄板焼は、奥にかります。残念ながら鉄板焼屋さんからは、大隈庭園は見えません。ランチなので軽めに帆立インカの目覚め玉ねぎロースとフィレを110gずつ、シェアしました。ワインは、シャンパン、白、赤の3杯のコースで赤はちょっと好みではありませんでした,"['残念', '軽め']","{'残念', '軽め'}",
81,81,6,鉄板焼 みや美,3.08,7,リーガロイヤル東京に宿泊した際に利用しました。お店の入り口が非常に分かりにくいですが和食のお店を通り抜けて入って 行きます。シェフが目の前で焼いてくれてまた素材の説明などもとても詳しくしてくださり大変勉強になりました。アワビは途中でメスからオスに自然と変わるそうで、肝が白子のようでとても美味しかったです。,"['非常', '詳しい', '美味しい']","{'美味しい', '詳しい', '非常'}",
82,82,6,鉄板焼 みや美,3.08,7,魚介類やステーキ等のお肉まで、色んな食材を鉄板で焼いて堪能しちゃいましょう(*´艸｀*)お肉ももちろんいいのですが僕は特にホタテが好きですねヽ(*´▽)ノ♪焼いていると濃厚なホタテのエキスが出てきて、それをすぐに食べられるので香り豊かな状態で楽しめます,"['いい', '好き', '濃厚', '豊か']","{'豊か', '濃厚', 'いい', '好き'}",
83,83,7,東京らっきょブラザーズ,3.63,198,東京華麗探訪！/ 415東京都、新宿区、早稲田編札幌発、スープカレーの名店「らっきょ」東京店「東京らっきょブラザーズ」初訪問！真夏日晴天猛暑、こんな日は、ちょっと足伸ばし刺激的な辛いもの食べたくなり、早稲田ランチ！早稲田駅前より、早稲田通りを脇道入り徒歩１分ナチュラルモダンな明るく派手なサインの店構え創業1999年、札幌で人気のスープカレーの名店2007年オープン関東圏2号店、東京1号初出店！関東1号店は神奈川の綱島「らっきょ＆スター」こちらは私の関東スープカレーランキング１位気に入り足繁く通った店、東京店はどうかと訪問札幌発、スープカレーの名店「らっきょ」東京店「東京らっきょブラザーズ」初訪問！迷った挙句、シーフードのパイ包みスープカレー喉が渇き、まず瓶ビールで喉の渇き癒し暫し待つ居酒屋じゃ無いのに、赤星がありついつい発注！待つ事10分程、風船の様に膨らんだパイが登場！上には干し桜海老が乗っかりライスには海苔添えパイを開けば湯気が広がりカレーの香りが漂ってスープカレーを口に運べば、スパイシーピリ辛口５辛にしたら、ひと口で毛穴が開き汗が吹き出す中に、海老、帆立、あさり、人参、ブロッコリー玉葱、しめじ、チーズ、具沢山で味良し抜群旨！スパイシーなカレー染みた帆立の味良し抜群旨！たっぷり入ったぷりぷりの海老も味良し抜群旨！パイを浸してチーズも絡めてスープ絡み抜群旨！魚介出汁染入りスパイシー味良し旨辛な抜群旨！円やかスパイシーなスープカレーな旨辛抜群旨！美味しいが、やっぱり綱島「らっきょ&スター」私の関東圏のスープカレーランキングNO.１かもメニュー色々試したい！再訪決定！美味絶品！,"['刺激的', '辛い', 'モダン', '明るい', '派手', '無い', 'スパイシー', 'ピリ辛', '沢山', '抜群', 'スパイシー', '抜群', '抜群', '抜群', 'スパイシー', '良し', '旨い', '抜群', '円やか', 'スパイシー', '辛い', '抜群', '美味しい']","{'沢山', '刺激的', '無い', 'スパイシー', '派手', '旨い', '円やか', '美味しい', 'ピリ辛', '抜群', '明るい', '良し', 'モダン', '辛い'}",
84,84,7,東京らっきょブラザーズ,3.63,198,ピリ辛スープカレー！定番メニューも美味しいし、月毎メニューも必見です！,"['ピリ辛', '美味しい']","{'美味しい', 'ピリ辛'}",
85,85,7,東京らっきょブラザーズ,3.63,198,2020-07訪問早稲田の某店へ行きましたが、開いてなくて。メルシーにしようかと思い向かいましたが、らっきょのランチがまだやっていたので入ることに。日替りがハニーマスタードチキンとのことでそれにしようと思ったら売り切れで。仕方なく期間限定の海老と夏野菜のココナツスープカレーを。辛さとライスは普通でと言ったら辛さは2でいいですねと。後から来たお客さんで辛さ80とか頼んでましたが、どれだけ辛いのか？wランチなのでドリンク付きとのことでパイナップルジュースを。1639円。スープカレーは久しぶりですね。押上のお店以来かな？出て来るとココナッツの良い香りが。海老やホタテも入ってます。トマトが1/4カットのがいくつかと半切りのが1つ。じゃがいもも半切りが1つ。大きいw他にオクラ、ズッキーニ、ナス、玉ねぎなど。スパイシー感は弱いけど美味しかったです。投稿時点の点数　3.64,"['仕方ない', '辛い', '普通', '辛い', 'いい', '辛い', '辛い', '良い', '大きい', 'スパイシー', '弱い', '美味しい']","{'弱い', '大きい', 'スパイシー', '仕方ない', '良い', '美味しい', '普通', '辛い', 'いい'}",
86,86,7,東京らっきょブラザーズ,3.63,198,他の方にここのスープカレーをお勧めしていたら自分が食べたくなり、久々に行きました。変わらずやはり美味しいです。選べる辛さのレベルを忘れてしまい控えめにしたので、次はもう１つ上げてみよっと。,"['美味しい', '辛い', '控えめ']","{'美味しい', '控えめ', '辛い'}",
87,87,7,東京らっきょブラザーズ,3.63,198,緊急事態宣言も解除されて久しぶりの外食は早稲田の東京らっきょブラザーズに行きました。札幌スープカレーの有数の名店らっきょの東京店です。らっきょは以前、レトルトカレーを食べたこともありますが、レトルトカレーにしてはちょっと高いものの骨付きの鶏肉が丸ごと入っていて、美味しかったのを覚えています。東京らっきょブラザーズ地下鉄早稲田駅から数分のメインの通りに面した店。休業要請の時期で、店内の客は数組。テイクアウトをしていくお客さんも結構いました。有名人の来訪も多いようで、なんとワンピースの尾田栄一朗さんの色紙も飾っていました。カレーは辛さがレベル0からレベル10まで選べます。ライスも小中大とサイズが選べます。トッピングも20種類以上で納豆、揚げラビオリなど変わったものもあります。食べログのクーポンでミニラッシーを頂きました。ガムシロップが別添えで出てきました。■季節の野菜チキンスープカレー看板メニュー、でしょうか。基本のチキンカレーに、野菜の仕入れなども店に張り出しており、かなり力を入れている感じの季節の野菜をトッピングしたカレーです。ライスには海苔がついてきます。まずはスープカレーを一口。スパイス感が強く、さらっとした旨味の強いスープ。複雑な旨味とスパイスの調和が素晴らしいです。辛さはレベル4にしましたが、辛すぎずもせず、刺激はあり、ちょうど良い感じ。このスープカレーだけでも飲める感じですが、ご飯と一緒に食べると更に美味しいです。スープカレーですが、少しとろみもあるタイプですね。ご飯と合うように調整し尽くされたスープカレー。季節の野菜はトマト、ズッキーニ、ブロッコリー、ナス、オクラ、にんじん、かぼちゃ。野菜はどれも大きめのカットでしたが、火の通り具合が完璧。厳選された野菜が丁寧に引き出されていました。そして、メインの鶏肉ですが、骨付きの鳥もも肉が１本丸ごと。野菜に隠れていましたが、かなりの大きさです。フォークでほぐれる柔らかいお肉。長く煮込んだお肉は味が旨味がスープに出てしまっていることも多いですが、らっきょのチキンレッグは鶏肉の旨味が絶妙な具合で残っていました。完成された、という形容詞がぴったりなスープカレーでした。■海老と夏野菜のココナッツスープカレー連れは夏限定のスープカレーにしました。ココナッツミルクが入ったエスニック感のあるカレー。具は有頭海老、帆立、トマト、ナス、ズッキーニ、茹で卵など。そこまでシーフード感はなくココナッツミルクがちょっと強すぎる感じもあり、タイカレーっぽい印象をうけます。チキンカレーに比べるとちょっと単調な感じもありましたが、普通に美味しいスープカレーでした。デザートのアイス最後に食べログクーポンで頂いたデザートです。本日のアイスが6種類の中から、ゆずを選びました。普通に美味しいアイス。季節野菜スープカレーが1390円、夏限定のスープカレーが1490円とカレーとしてはちょっと高めです。量は多め、ですが、単純に量が多いだけでなく、具の種類が多く飽きさせません。多めの量は早稲田の学生街の客層に合わせて、という感じでしょうか。スープカレー自体の味は丁寧に作られた老舗の安定した味。今度行ったらもう一つの名物、パイ包みカレーも食べてみたいです。,"['有数', '高い', '美味しい', '多い', '辛い', '強い', '強い', '複雑', '素晴らしい', '辛い', '辛い', '良い', '美味しい', '大きめ', '丁寧', 'かなり', '柔らかい', '長い', '多い', '絶妙', 'ぴったり', 'ない', '強い', '単調', '普通', '美味しい', '普通', '美味しい', '高め', '多め', '単純', '多い', 'ない', '多い', '多め', '丁寧']","{'ない', '柔らかい', '素晴らしい', '美味しい', '辛い', '有数', '良い', '高め', '丁寧', '高い', 'かなり', '多め', '絶妙', '単調', '強い', '普通', 'ぴったり', '多い', '大きめ', '単純', '長い', '複雑'}",
88,88,7,東京らっきょブラザーズ,3.63,198,【食べログクーポンでミニラッシープレゼント】2020/5『東京らっきょブラザーズ』スープカレー札幌らっきょの東京店。らっきょは札幌5店舗、神奈川1店舗運営している。お店は2007年オープン。東京メトロ早稲田駅徒歩1分の場所にあります。店内は街のカレー屋さんな雰囲気。テイクアウトをやっているからか奥の席は物置になっている。さて、料理のお味はいかに。■カレー種類は15種類、パイ包みがあります。以下抜粋@シーフードスープカレー　1390円Aとろーりゴーダチーズと手ごねハンバーグスープカレー　1420円B宮崎県霧島豚角煮と野菜のスープカレー　1490円Cラビオリと水菜のスープカレー　930円Dらっきょスペシャル　2150円■注文方法STEP@カレーを選ぶSTEPAカレーの辛さを選ぶ（0～100辛）STEPBライスの量を選ぶ（小、中、大）STEPCトッピングを選ぶ■注文したもの旬野菜の彩りサラダ　650円　△季節の野菜を使ったサラダ、自家製ドレッシングです。野菜好きなので、もちろんレギュラーサイズ。グリーンレタス、パプリカ、玉葱、水菜、カシューナッツ、揚げ筍、アスパラガス。甘めのフレンチドレッシングでかなり特徴的。旬の揚げ野菜を使うなど、こだわりは良いのだが、野菜の質が今一つ。季節野菜チキンスープカレー　1390円 ◯カレー4辛・ライス中+スープ大盛り240円具材は茄子、カボチャ、おくら、ブロッコリー、チキン、人参、じゃがいも、新玉葱、アスパラガス。スープは鶏がら、豚骨、野菜から10時間以上かけてうま味を抽出した無添加さらさらスープ。出てきたカレーは…うん、彩りが良く美味しそう♪そしてパクリ…なるほど、野菜の味は普通。ただ、スープが旨いシンプルな味だが、優しくて好みの味。柔らかく煮込んだチキンも美味しいなミニラッシー食べログクーポンです。甘みがついてなく、ガムシロが付いてきます。お口さっぱりです。■接客普通です。■料金少し割高かな（スープカレーはちょっと高めですよね）■利用シーン普段使いの食事利用。うん、美味しかった(*´ｪ｀*)食べ終わった後は汗かきかき体はぽっかぽっか久しぶりのスープカレー、楽しめました。スープが気に入ったので次回は魚介を試してみようかな。ごちそうさまでしたm(__)m□評価　2020年5月時点食べログ評価3.64　口コミ件数188件,"['辛い', '好き', '甘め', '良い', '良い', '美味しい', '旨い', 'シンプル', '優しい', '柔らかい', '美味しい', 'さっぱり', '普通', '割高', '高め', '美味しい']","{'旨い', 'さっぱり', '柔らかい', 'シンプル', '割高', '良い', '美味しい', '甘め', '好き', '普通', '辛い', '高め', '優しい'}",
